DefaultedAdvances,AdvanceAmount,CurrentBalance,LatefeesTotalCount,CreditAccounts,LastRepaymentAmount,OverdraftCount,OverdraftTotal,AverageMonthlySpend,BalanceAverage,BalanceMin,TotalAssets,AverageNumberOfTransactionsADay,TotalCash,LatefeesCount,Paycheck,TotalHistoryInDays,AverageMonthlyIncome,AverageMonthlyDiscretionarySpend,CheckingAccountCount,CreditAccountCount,SavingsAccountCount,OutstandingCreditDebtWherePayingInterest,AverageNumberOfTransactionsADayPrimaryChecking,NegativeBalanceCount,PaycheckModelUsed,NumberOfMatches,ErrorRate,IsNameBased,BalanceAbove100L30Count,AveragePotentialMonthlyIncome,HasEmpowerBanking
0,50,,11,3,90,3,107,-7466.573565,1237.62,64.75,287,3.699381762,287,0,5417.952222,1296.173442,6954.843662,-1553.97,2,3,0,3004.01,2.650695518,0,BruteForce,6,0,0,0,4084.006667,0
0,50,,4,1,20,0,0,-1996.439317,542.12,7.34,7.34,2.091764706,7.34,1,1877.33,546.1101946,1283.609586,-1016.966667,1,1,1,1012.74,3.069981584,0,BruteForce,6,0,0,0,1187.456667,1
0,50,2025.41,0,0,0,2,10,-5098.361623,824.54,-23.46,2025.41,5.478021978,2025.41,0,2206.201111,547.8617676,3175.457029,-1464.403333,1,0,0,0,5.478021978,0,BruteForce,5,0,1,28,4511.906667,0
0,50,,0,0,0,0,0,-2936.427879,313.45,-61.72,20.57,2.340336134,20.57,0,2332.366111,477.0407621,2844.357552,-594.04,1,0,1,0,2.283613445,15,BruteForce,6,0,0,15,0,1
0,50,24,0,0,0,2,2,-4888.238908,349.83,-184.58,16.5,5.428790199,16.5,0,2498.065556,656.1393239,4529.78302,-1138.5,1,0,0,0,5.428790199,0,BruteForce,5,0,1,21,4525.066667,1
0,50,3.3,0,0,0,0,0,-4131.686396,363.98,-5.01,4.71,0.686746988,4.71,0,2750.944444,87.91731019,2223.97836,-69.83333333,1,0,0,0,0.686746988,0,BruteForce,3,0,0,9,0,1
0,50,559.8,0,0,0,0,0,-478.075,152.59,-7.62,1275.29,0.904545455,1275.29,0,2207.544444,222.2225005,619.7694444,-195.5366667,1,0,1,0,0.745454545,15,BruteForce,3,0,0,13,0,0
0,50,-39.16,0,0,0,0,14,-1664.031975,315.72,-39.16,-39.16,2.315328467,-39.16,0,1051.115,194.9461373,1552.990557,-663.7933333,2,0,2,0,3.554404145,3,BruteForce,3,1,0,18,2983.78,1
0,50,0.15,1,1,241.36,0,0,-2520.07877,140.71,-76.5,0.15,3.982993197,0.15,0,1665.809167,296.0301344,2166.276038,-944.8233333,1,1,1,301.68,3.255102041,17,BruteForce,7,0,0,9,2001.403333,0
0,50,-89.81,0,0,0,0,0,-978.1849247,188.4,-88.11,-88.11,1.248021108,-88.11,0,906,601.8355069,66.0441886,-140.4,1,0,1,0,1.073878628,39,BruteForce,5,1,0,3,1406,0
0,50,,4,1,129.34,28,44,-4816.870118,308.87,-1129.32,358.82,1.870201097,358.82,2,2449.857222,550.0826688,3877.305297,-264.41,1,1,1,4288.02,1.23583181,24,BruteForce,3,0,0,11,0,0
0,50,,0,0,0,0,0,-2779.309823,184,-64.71,-16.75,3.409836066,-16.75,0,2658.904444,305.9032385,2791.470573,-1813.84,1,0,1,0,2.609836066,23,BruteForce,3,1,0,9,2509.06,1
0,50,-41,0,0,0,6,6,-4117.943153,212.99,-41,-40.98,4.140540541,-40.98,0,1516.666667,186.8755632,4180.608611,-1261.75,1,0,1,0,3.702702703,4,BruteForce,7,0,0,0,1450.326667,0
0,50,,0,0,0,0,0,-4190.883333,359.64,0,40.05,2.486486486,40.05,0,1993.333333,74.04947425,4076.906137,-865.05,1,0,0,0,2.486486486,0,BruteForce,3,0,0,19,3458.036667,1
0,50,76.9,0,0,0,7,43,-3222.945787,328.31,-205.15,76.9,2.593406593,76.9,0,2016.877778,547.8994491,2964.732722,-697.3633333,1,0,0,0,2.593406593,5,BruteForce,5,0,1,16,2821.043333,1
0,50,,0,0,0,0,0,-2429.027202,182.69,-44.89,-18.3,2.225352113,-18.3,0,2225.665,72.16296158,2150.475714,-253.8066667,1,0,0,0,2.225352113,16,BruteForce,3,0,0,0,1027.23,0
0,50,1151.76,0,1,140,1,4,-5979.183287,1673.1,-76.47,233.85,4.434782609,233.85,0,2740.219444,597.8783399,5645.708276,-2440.8,2,1,0,5029.56,4.281329923,1,BruteForce,4,0,1,26,6452.94,1
0,50,-11.44,0,0,0,0,0,-1857.3175,83.43,-41.03,-10.85,2.6643026,-10.85,0,1464.760556,423.9758156,1907.373,-476.7466667,1,0,2,0,2.184397163,27,BruteForce,3,0,0,6,0,1
0,50,,0,0,0,0,0,-3674.714416,393.03,-44.21,-35.58,3.284090909,-35.58,0,1850.66,88.83437961,3652.986364,-956.4666667,2,0,1,0,1.943181818,22,BruteForce,5,1,1,0,1517.93,0
0,50,,0,0,0,1,4,-4779.615507,705.88,-12.43,23.36,4.179104478,23.36,0,2353,604.0855475,2149.275276,-2823.236667,5,0,5,0,2.139303483,2,BruteForce,3,0,0,25,0,1
0,50,9.75,0,0,0,0,0,-1491.128152,66.39,-15.6,14.64,2.660869565,14.64,0,1136.907778,115.847613,3026.028305,-65.93666667,1,0,1,0,2.095652174,14,BruteForce,5,0,1,13,1476.396667,0
0,50,9.11,0,0,0,0,0,-2108.422669,369.19,-285.31,12.74,2.256515775,12.74,0,1967.333333,730.9151565,1954.430521,-1596.853333,1,0,1,0,2.161865569,8,BruteForce,7,0,0,11,2683.416667,0
0,50,-85.46,2,1,165,0,0,-2515.653809,349.67,-85.46,-85.46,3.645854657,-85.46,0,1255.2,978.8570076,1743.30187,-1608.653333,1,1,1,3939.5,3.297131148,1,BruteForce,3,0,0,0,585.1666667,1
0,50,25.87,0,0,0,3,3,-2607.406488,251.6,-124.89,112.16,3.342281879,112.16,0,1590.766667,151.4109354,2664.21022,-956.65,1,0,0,0,3.342281879,3,BruteForce,7,2,0,6,3140.98,1
0,50,-83.9,0,0,0,0,0,-4034.63,262.5,-167.48,-83.9,2.610561056,-83.9,0,4451.221667,606.1232086,3295.678785,-1237.136667,1,0,0,0,2.610561056,27,BruteForce,6,0,0,9,0,0
0,50,152.69,0,0,0,8,39,-7058.702049,1199.62,13.65,1905.12,2.586709887,1905.12,0,3972.222222,619.5253825,6191.009202,-2676.056667,1,0,2,0,2.353322528,5,BruteForce,3,0,0,0,1833.333333,1
0,50,36.35,0,0,0,0,0,-2895.68499,482.87,-3.93,4.83,1.430278884,4.83,0,1775.828889,253.1006984,2141.407254,-734.94,1,0,1,0,1.358565737,0,BruteForce,3,0,0,25,7316.473333,1
0,50,64.29,0,0,0,0,11,-4323.649123,182.65,0.29,20.25,4.588164251,20.25,0,3041.104444,830.4887956,3807.5226,-321.6433333,1,0,1,0,4.466183575,0,BruteForce,5,0,1,12,3378.3,1
0,50,445.22,0,0,0,0,0,-3097.075137,200.52,-202.98,451.2,6.719178082,451.2,0,2052.295556,730.9504092,842.703044,-687.0033333,1,0,1,0,5.02739726,18,BruteForce,5,0,0,14,3004.813333,0
0,50,-3.13,0,0,0,0,11,-2136.300681,90.91,-81.97,-3.13,4.50295858,-3.13,0,2429.4,678.8714866,1961.012476,-328.6866667,1,0,2,0,4.353550296,13,BruteForce,11,0,0,0,1789.31,0
0,50,215.69,0,0,0,0,9,-3947.941724,201.65,-4.19,209.23,3.886363636,209.23,0,1989,529.8044471,4028.256597,-1855.156667,1,0,0,0,3.886363636,0,BruteForce,11,0,0,22,5681.986667,1
0,50,54.03,0,0,0,12,27,-4829.580957,228.45,-195.87,424.47,4.355498721,424.47,0,1664.96,1039.648335,4072.015957,-1033.08,1,0,1,0,4.181585678,7,BruteForce,5,0,1,24,4156,1
0,50,,0,0,0,2,40,-4481.027989,324.9,-309.3,19.69,2.489010989,19.69,0,2460.221111,550.1153553,1977.74322,-742.7266667,1,0,0,0,2.489010989,3,BruteForce,3,0,0,21,0,0
0,50,1.1,0,1,0.99,0,0,-2708.054813,399.03,-55.44,1.1,4.524725275,1.1,0,2084.68,730.9332992,1009.257106,-1567.073333,1,1,1,4056.23,4.085164835,8,BruteForce,11,0,0,17,3764.68,1
0,50,0.61,0,0,0,2,2,-3749.863028,242.62,-574.69,20.7,3.202753442,20.7,0,1012.14,80.88230343,1768.20387,-1225.686667,3,0,3,0,4.012820513,8,BruteForce,5,1,0,0,0,1
0,50,178.47,0,0,0,2,16,-3156.400172,263.15,-41.51,188.47,2.594758065,188.47,0,1660.49,496.5940938,2950.073835,-1720.516667,1,0,1,0,2.389112903,10,BruteForce,5,0,1,12,4636.466667,0
0,50,-13.23,0,0,0,0,0,-1091.140727,207.47,-13.23,-13.23,1.228937729,-13.23,0,1755.18,550.8846055,1486.504697,-567.8633333,1,0,0,0,1.228937729,1,BruteForce,7,1,0,0,1329.266667,1
0,50,,0,0,0,13,30,-3807.952561,298.42,-805.23,719.77,2.769230769,719.77,0,2284.693333,548.1205816,3411.914816,-803.8233333,1,0,0,0,2.769230769,4,BruteForce,11,0,0,17,4374.64,0
0,50,,0,0,0,25,48,-12411.18231,429.97,-174.19,1.02,2.785714286,1.02,0,9073.963889,855.1153039,10035.30608,-125.09,1,0,1,0,2.56088993,8,BruteForce,6,0,0,12,0,0
0,50,-2.85,0,0,0,0,0,-2766.756232,110.83,-28.81,159.07,1.947770701,159.07,0,1880.666667,545.5707078,2667.310124,-833.6066667,1,0,1,0,2.474074074,5,BruteForce,3,0,0,14,2639,1
0,50,3.25,0,0,0,0,0,-4492.373252,796.77,-45.53,3.25,4.790697674,3.25,0,2123.94,303.9507194,4107.642817,-910.2666667,1,0,0,0,4.790697674,1,BruteForce,5,0,1,22,5085.736667,1
0,50,,0,0,0,6,63,-5749.606048,584.74,-302.57,3167.94,3.640631012,3167.94,0,3198,2602.291596,5398.210134,-740.7733333,2,0,0,0,2.590611774,0,BruteForce,6,0,0,19,0,0
0,50,141.32,1,1,50,2,7,-3441.723546,224.98,-69.42,209.82,4.413133832,209.82,0,1300,118.6321383,3063.446337,-934.1633333,2,1,2,838.98,5.974358974,3,BruteForce,3,0,0,0,300,0
0,50,113.83,0,0,0,3,3,-3644.474306,257.65,-36.02,61.34,5.412698413,61.34,0,2079.545,65.19264596,3142.809325,-861.44,1,0,0,0,5.222222222,1,BruteForce,3,0,0,11,2344.563333,0
0,50,-14.42,0,0,0,0,0,-1509.578333,74.57,-159.94,-14.42,1.75887574,-14.42,0,1304.456111,676.1124894,539.9041896,-747.3766667,1,0,1,0,1.49852071,31,BruteForce,6,0,0,8,0,0
0,50,10.06,0,0,0,7,16,-3225.641541,-67.95,-924.24,37.28,2.603636364,37.28,0,1535.43,550.6262852,2615.953966,-265.7766667,1,0,1,0,2.193078324,22,BruteForce,6,0,0,0,1045.826667,0
0,50,22.61,0,0,0,0,0,-905.5543275,361.66,-46.45,27.61,1.821052632,27.61,0,1823.065833,285.9547656,841.0763304,-1226.066667,1,0,1,0,1.810526316,0,BruteForce,7,0,0,26,2356.436667,1
0,50,6.62,0,0,0,4,5,-3199.315155,304.92,-46.53,6.62,3.461966605,6.62,0,1811.7,541.9031544,3251.174749,-813.0266667,1,0,0,0,3.461966605,2,BruteForce,5,0,1,0,1443.896667,0
0,50,,0,0,0,1,1,-4213.726187,611.5,-363.51,4.35,1.082825822,4.35,0,1095,823.1634196,1223.413636,-261.53,1,0,0,0,1.082825822,1,BruteForce,7,0,0,24,0,1
0,50,-50,0,0,0,0,0,-3956.422948,153.28,-49.91,-49.91,3.014705882,-49.91,0,2459.86,69.98569381,4205.924934,-532.36,2,0,2,0,2.735294118,25,Tagging,,,,11,1957.33,1
0,50,43.06,0,0,0,0,0,-1932.761667,162.41,-19.82,70.61,5.471389646,70.61,0,1181.25,367.3367103,1938.918564,-673.56,1,0,1,0,3.945504087,17,BruteForce,5,1,1,0,1051.133333,1
0,50,16.01,0,0,0,1,1,-6775.832013,479.32,-28.73,0,2.456896552,0,0,3145.11,698.2243558,6229.847358,-1197.513333,1,0,0,0,2.456896552,1,BruteForce,3,0,0,11,0,0
0,50,,0,0,0,0,0,-5622.784054,492.87,-41.78,13.26,4.724689165,13.26,0,1930.427778,563.1256385,5388.132153,-3098.096667,1,0,1,0,3.943161634,0,BruteForce,3,1,0,29,6909.73,1
0,50,0,0,0,0,9,34,-4246.418303,496.17,-225.91,48.41,4.617845118,48.41,0,1613.82,597.8858917,4060.870023,-760.5666667,1,0,0,0,4.617845118,4,DeepSearch,,,,0,0,0
0,50,,0,1,25,0,0,-11285.24736,0,0,378.17,6.464788732,378.17,0,3920.446111,71.43861649,1471.61831,-1460.773333,1,1,1,469.26,6.056338028,0,BruteForce,5,0,1,0,8553.5,1
0,50,1.74,0,0,0,0,0,-5633.434603,355.78,-295.9,1.05,5.901384083,1.05,0,2044.18,580.4148069,3126.043345,-3240.816667,1,0,0,0,5.901384083,24,BruteForce,3,0,0,17,6184.513333,1
0,50,20.55,0,0,0,0,1,-2587.810289,295.56,-34.46,20.55,3.744303797,20.55,0,1354.93,399.7399424,2575.733602,-967.5566667,1,0,0,0,3.744303797,1,BruteForce,5,0,1,0,293,1
0,50,0,0,0,0,0,3,-5994.680967,526.41,-130.45,29.91,4.378964942,29.91,0,836.8244444,601.27983,5500.493548,-4504.23,4,0,2,0,6.366666667,0,BruteForce,3,0,0,19,0,1
0,50,112.62,0,0,0,0,0,-3412.924896,102.82,-25.64,112.62,0.90797546,112.62,0,1588,166.9590711,238.6290133,-412.1466667,2,0,0,0,0.90797546,0,BruteForce,3,0,0,8,4006.956667,1
0,50,337.61,0,0,0,0,0,-3486.955994,344.83,0,337.61,4.032258065,337.61,0,2129.775556,63.8529642,3259.111492,-850.3666667,1,0,1,0,4.032258065,0,BruteForce,3,0,0,27,2396.516667,1
0,50,,0,0,0,5,17,-3975.064106,72.31,-162,3.65,2.624133148,3.65,0,1858.039444,725.0106964,3945.451482,-454.5266667,1,0,1,0,2.624133148,7,BruteForce,4,0,1,6,1838.19,1
0,50,,0,0,0,2,4,-6667.514663,1299.85,-681.89,56.78,2.736986301,56.78,0,2963.212778,730.9049801,6044.596318,-876.89,1,0,1,0,2.593150685,17,BruteForce,3,0,0,11,10750.43667,0
0,50,10.57,0,0,0,4,22,-5588.90497,300.85,-132.34,0.57,6.483576642,0.57,0,1479.92,550.0447218,4380.583126,-1598.02,1,0,0,0,6.483576642,3,BruteForce,7,0,0,0,1390.856667,1
0,50,128.91,0,0,0,0,1,-5056.958925,1044.55,102.67,134.68,1.750613246,134.68,0,2403.75,1225.741076,4518.99737,-641.6233333,1,0,2,0,1.69255928,0,BruteForce,4,0,1,0,1588.943333,0
0,50,-8.51,0,0,0,15,87,-10672.55043,705.55,-125.95,-20.68,7.663252241,-20.68,0,3750.24,784.4391389,9116.817237,-2044.616667,2,0,4,0,4.868117798,21,BruteForce,5,1,1,0,3750.24,1
0,50,47.81,0,1,50,0,0,-4099.744558,840.39,47.38,222.69,3.887755102,222.69,0,3257.605,99.26124377,3622.175087,-741.6133333,1,1,0,690.14,3.489795918,0,BruteForce,5,0,1,29,3917.44,0
0,50,79.71,3,1,0,0,0,-3944.955833,1475.88,312.21,867.35,2.838994565,867.35,0,1097.71,521.8280363,3487.572472,-1288.743333,2,1,2,0,4.437619962,0,BruteForce,,,,0,0,1
0,50,154.48,0,0,0,0,0,-3232.193147,338.29,-23.23,157.82,3.566666667,157.82,0,1501.5,644.9228111,2461.539893,-986.5866667,1,0,1,0,3.444790047,2,BruteForce,4,0,1,28,3466.42,0
0,50,,0,0,0,0,0,-1612.71568,417.87,-43.12,-23.42,2.882352941,-23.42,0,2461.824444,154.6866075,1650.430202,-980.19,1,0,0,0,2.882352941,5,BruteForce,5,1,1,19,2665.223333,0
0,50,,0,0,0,0,0,-4949.013811,408.24,-133.27,-96.16,2.95505618,-96.16,0,3757.772778,90.04860901,4662.242654,-1630.806667,1,0,0,0,2.95505618,27,BruteForce,6,0,0,0,2894.846667,0
0,50,-54.66,0,0,0,0,0,-2355.252465,225.86,-54.64,-24.64,1.130136986,-24.64,0,1063,146.8565702,1108.091667,-225.0333333,1,0,1,0,1.054794521,19,Tagging,,,,12,2295.736667,0
0,50,50.8,0,0,0,0,0,-4697.653903,672.95,-23.14,175.97,4.564885496,175.97,0,2462.380556,549.8337144,3461.855174,-2109.73,2,0,1,0,4.468193384,8,BruteForce,5,0,1,25,4694.683333,0
0,50,38.67,0,0,0,0,0,-2739.734052,234.51,0,167.28,5.482758621,167.28,0,1352.794444,61.05805619,1274.800521,260.6966667,1,0,1,0,4.793103448,1,BruteForce,5,0,1,0,1018.233333,0
0,50,778.58,0,0,0,0,0,-2760.031865,245.09,-43.62,77.13,3.747875354,77.13,0,1978.16,353.9107286,2761.600226,-1393.443333,1,0,1,0,3.637393768,9,BruteForce,5,0,1,0,938.33,1
0,50,53.45,0,0,0,9,17,-4323.509665,104.06,-346.62,-274.6,4.206185567,-274.6,0,2545.345833,90.74784051,3977.901172,-1423.846667,2,0,1,0,3.617977528,10,BruteForce,5,0,1,9,4248.343333,0
0,50,409.85,0,1,35,4,4,-2929.801854,331.09,-127.62,495.85,5.513924051,495.85,0,2183.38,469.6274139,2510.515625,-137.6266667,1,1,2,0,3.875949367,5,BruteForce,11,0,0,0,2001.213333,1
0,50,286.17,0,0,0,0,0,-9686.804282,620.25,-97.8,286.17,3.510948905,286.17,0,6375.2,551.4062641,9678.380272,-570.9233333,2,0,0,0,3.510948905,7,BruteForce,7,0,0,21,9433.053333,1
0,50,0,0,0,0,0,0,-4078.876699,676.79,0,28,4.48346056,28,0,2737.08,1049.010362,3764.25292,-1373.87,2,0,2,0,4.262086514,0,BruteForce,3,1,0,0,0,1
0,50,0,1,1,0,0,57,-8623.545833,167.12,-119.11,-5691.02,4.652787579,-7919.71,0,1529.666667,62.69883268,6478.494167,-1388.483333,16,1,6,0,1.787671233,0,BruteForce,3,0,0,0,0,1
0,50,-48.4,0,0,0,0,0,-1972.654495,195.33,-60,-48.4,1.468543046,-48.4,0,2109.401667,604.7534272,1873.197707,-629.0466667,2,0,3,0,1.360927152,24,BruteForce,3,0,0,11,2515.893333,1
0,50,30.06,1,2,390.2,0,4,-2909.854651,437.28,-66.96,941.64,4.821917808,941.64,1,2497.263889,513.1182579,2973.780205,-953.4066667,1,2,0,232.89,4.610567515,4,BruteForce,6,0,0,25,0,1
0,50,1.37,0,0,0,0,0,-1740.851412,118.67,-10.16,1.37,2.260330579,1.37,0,1272.288333,727.863196,1792.415826,-258.1466667,1,0,0,0,2.260330579,8,BruteForce,11,0,0,12,2461.123333,1
0,50,-22.55,0,0,0,4,4,-3284.47056,560.79,5.98,892.98,3.569277108,892.98,0,2322.666667,334.6289783,3498.609862,-858.68,1,0,2,0,2.984939759,4,BruteForce,3,0,0,17,3290.696667,1
0,50,,0,0,0,3,3,-1911.605609,200.26,-196.08,0.03,3.796703297,0.03,0,1260.62,183.7285521,1658.436996,-635.3533333,1,0,0,0,3.796703297,9,BruteForce,5,0,1,0,1161.376667,0
0,50,15.51,0,0,0,0,0,-1986.536991,249.2,0.05,125.87,1.841427156,125.87,0,1911,302.9777015,1597.35263,-1477.073333,3,0,3,0,0.972083749,0,BruteForce,3,1,0,9,0,1
0,50,116.08,0,0,0,0,0,-3175.506703,710.98,77.3,116.08,2.203017833,116.08,0,3773.575,730.9880996,2020.525991,-2231.69,1,0,0,0,2.203017833,0,BruteForce,3,0,0,29,2494.22,0
0,50,,0,0,0,0,0,-3299.47867,834.8,-354.57,44.56,4.443609023,44.56,0,3718.079444,535.0248593,2699.467371,-1025.596667,1,0,1,0,3.930451128,10,BruteForce,4,0,0,19,5082.673333,1
0,50,5.97,0,0,0,0,7,-4000.673249,293.16,-8.28,6.97,4.808926081,6.97,0,2555.807222,718.5170208,3885.668502,-1265.41,1,0,0,0,4.808926081,1,BruteForce,6,0,0,0,1948.69,0
0,50,1.14,0,0,0,1,7,-2595.376435,165.92,-43.78,1.14,3.7375,1.14,0,1564.22,402.0438952,2571.530649,-443.8833333,1,0,0,0,3.7375,1,BruteForce,11,0,0,5,3209.893333,1
0,50,,0,0,0,0,0,-3117.602426,633.87,-108.23,108.41,3.724657534,108.41,0,3092.606111,730.2881554,1003.66044,-807.6166667,1,0,1,0,3.079452055,8,BruteForce,3,1,0,12,6072.6,1
0,50,5.58,0,0,0,0,0,-4380.839197,392.52,-1991.96,5.58,2.14091273,5.58,0,2095.533333,1251.640793,4254.895822,-498.4166667,1,0,0,0,2.14091273,4,BruteForce,3,0,0,26,6578.86,1
0,50,388.52,0,0,0,3,111,-3447.98,567.88,-192.97,388.52,1.858660131,388.52,0,1902.78,1224.757478,2631.392175,-692.9666667,1,0,1,0,1.83251634,4,BruteForce,3,0,0,0,1002.06,1
0,50,1711.1,0,0,0,0,1,-3453.275785,1338.21,91.34,1711.1,1.572423398,1711.1,0,835,720.2551938,2430.853602,-887.7566667,1,0,0,0,1.572423398,0,BruteForce,11,0,0,30,4117.63,1
0,50,327.6,0,0,0,4,20,-8059.804434,882.03,-107.09,327.6,6.166666667,327.6,0,1936.162222,237.0274453,6810.568062,-1358.56,1,0,0,0,6.166666667,0,BruteForce,5,0,1,30,10958.54667,0
0,50,,0,0,0,0,0,-2732.710849,2577.19,-53.19,-53.19,1.863849765,-53.19,0,2133.733333,639.6410579,1972.301591,-2609.16,1,0,1,0,1.627543036,6,BruteForce,5,0,1,14,6256.573333,0
0,50,,0,0,0,0,9,-4502.013232,993.21,25.47,218.04,0.995856354,218.04,0,2040.270556,187.1215979,1986.343709,-1172.976667,1,0,2,0,3.491891892,12,BruteForce,3,0,0,15,4632.236667,0
0,50,222.01,0,0,0,0,0,-2645.67927,298.05,-46.31,153.66,4.553333333,153.66,0,3461.6075,450.5685936,2684.71734,-1235.153333,1,0,1,0,3.431111111,1,BruteForce,11,0,0,23,3572.076667,1
0,50,-39.4,0,0,0,0,0,-5252.391781,653.86,-121.05,-39.4,3.670050761,-39.4,0,2799.39,724.0062207,5392.503241,-1284.763333,1,0,1,0,3.532994924,6,BruteForce,4,0,1,0,1555.136667,0
0,50,,0,0,0,1,21,-3001.752312,188.94,-210.18,104.74,2.4914361,104.74,0,2079.566667,1519.416244,2514.323396,-718.7233333,1,0,0,0,2.4914361,1,BruteForce,7,0,0,21,0,0
0,50,,0,1,183.18,0,0,-6754.639777,1044.47,-7.04,-7.04,5.046511628,-7.04,0,6442.142778,89.1319285,4387.058333,-1416.596667,1,1,1,401.99,3.709302326,5,BruteForce,3,1,0,0,2973.296667,1
0,50,,0,0,0,1,4,-2034.00728,339.03,-33.45,8.52,1.895683453,8.52,0,1300,557.1414654,1632.879667,-385.4566667,1,0,0,0,1.895683453,2,BruteForce,3,0,0,24,2035.836667,1
0,50,5.44,0,0,0,6,46,-4150.297715,584.33,-200.18,5.44,5.473684211,5.44,0,1341.029444,401.168109,2395.143144,-2027.296667,1,0,1,0,5.418546366,6,BruteForce,5,0,1,16,6052.913333,0
0,50,,0,0,0,0,0,-2322.193006,166.74,-53.99,-53.99,3.556506849,-53.99,0,1748.788889,584.0325597,1306.471662,-529.8,1,0,1,0,2.892123288,26,BruteForce,5,0,1,11,2118.316667,1
0,50,,0,1,278,0,0,-3617.305875,392.82,-115.75,0.03,3.81043956,0.03,0,2692.336111,729.2353691,2723.925599,-1378.93,1,1,1,13793.59,2.842032967,0,BruteForce,4,0,0,16,2688.623333,0
0,50,114.32,0,0,0,10,27,-5653.066771,92.22,-490.87,124.48,4.945273632,124.48,0,3927.54,1008.05387,5136.262891,-1464.53,1,0,2,0,4.080597015,27,BruteForce,5,0,1,0,3194.78,1
0,50,,0,0,0,0,2,-3650.541299,486.86,0.32,0.32,2.091783217,0.32,0,2189.748571,1146.138694,2942.161921,-697.0933333,1,0,1,0,2.063811189,0,BruteForce,7,0,0,0,2175.246667,0
0,50,290.05,2,3,0,0,15,-4843.210446,1344.49,56.98,448.46,2.931176168,448.46,1,1704.256667,1949.499751,4222.741609,-1679.82,2,3,2,475.43,2.609655881,0,BruteForce,5,1,1,0,705.79,1
0,50,5.54,0,0,0,0,5,-6184.53933,235.07,-33.38,5.54,4.219387755,5.54,0,1399.146667,423.5851079,5698.333101,-1181.58,1,0,0,0,4.219387755,10,BruteForce,5,0,0,14,5799.05,1
0,50,30,0,0,0,0,0,-2759.1575,123.47,-95.86,243.07,4.416666667,243.07,0,1008,1096.634452,2025.275,-234.8833333,2,0,3,0,3.419191919,11,BruteForce,5,0,1,0,0,1
0,50,,0,0,0,0,0,-1908.22613,129.99,-24.95,3.45,2.856589147,3.45,0,1881.466667,262.8081314,1887.994455,-32.11,1,0,0,0,2.856589147,0,BruteForce,3,0,0,0,470.3666667,0
0,50,,0,0,0,0,0,-1279.251541,274.19,-254.84,1.53,1.872727273,1.53,0,1342.856667,278.1526601,1137.588904,-69.46,1,0,0,0,1.872727273,6,BruteForce,6,0,0,0,1306.746667,1
0,50,1216.58,0,0,0,0,24,-4376.096387,470.54,73.77,1216.58,4.061111111,1216.58,0,2495.978333,541.451914,3849.088067,-609.7633333,1,0,0,0,4.061111111,0,BruteForce,11,0,0,30,3034.22,0
0,50,17.99,0,0,0,0,40,-6158.566136,477.59,-33.65,630.18,2.355099046,630.18,0,4924.150833,1365.430243,5374.044783,-1071.613333,2,0,0,0,2.285399853,2,BruteForce,7,2,0,21,5669.116667,0
0,50,,0,0,0,13,13,-1365.995602,-12.98,-216.01,79.24,1.236391913,79.24,0,1331.48,647.8221255,1340.578952,-24.84333333,1,0,0,0,1.236391913,27,BruteForce,5,0,1,0,924.8866667,1
0,50,,0,0,0,9,26,-2776.503526,543.56,-322.23,248.95,2.898305085,248.95,0,2710.066667,403.167847,2808.814729,-1378.82,1,0,1,0,2.885572139,4,BruteForce,6,0,0,0,1824.653333,1
0,50,0,1,4,310.97,0,0,-4829.64045,558.8,-29,-29,5.895939086,-29,0,2784.006667,892.7584726,3079.455754,-2071.983333,1,4,1,16150.07,4.80964467,0,BruteForce,3,0,0,5,5395.14,1
0,50,,0,0,0,0,0,-3298.735262,197.05,-163.65,125.93,5.082386364,125.93,0,2679.379444,705.5223448,3379.211532,-773.49,1,0,1,0,3.892045455,6,BruteForce,3,1,0,18,2725.06,0
0,50,-30.63,0,0,0,0,0,-1231.728823,149.8,-42.57,-30.63,1.932692308,-30.63,0,1753,208.196498,1275.292487,-1324.796667,1,0,1,0,1.923076923,21,BruteForce,5,0,1,0,1375.26,0
0,50,350,0,0,0,0,0,-5072.437994,397.1,-183.17,350,5.291666667,350,0,2240.333333,121.4851325,4127.823911,-1189.68,1,0,0,0,5.291666667,1,BruteForce,11,0,0,19,5739.763333,1
0,50,,0,0,0,0,0,-4602.006474,3308.61,-97.98,-97.98,2.290419162,-97.98,0,2066.646111,669.1110977,2725.038726,-2640.85,1,0,1,0,2.100299401,7,BruteForce,5,0,0,21,11371.32333,1
0,50,,0,0,0,0,0,-975.6269374,193.04,-68.96,-43.09,0.847457627,-43.09,0,1858.898889,533.1757933,922.254456,-476.4433333,1,0,1,0,0.824858757,27,BruteForce,3,0,0,0,857.9533333,1
0,50,147.14,0,0,0,0,0,-5014.837962,750.51,-9.78,135.14,3.133699634,135.14,0,2974.132778,547.5262189,4864.313058,-1969.663333,2,0,0,0,2.945054945,0,BruteForce,5,0,1,24,5810.136667,0
0,50,110.71,0,0,0,3,8,-4016.376946,256.91,-170.74,117.41,5.167664671,117.41,0,2387.666667,168.604842,3984.942141,-905.81,1,0,1,0,4.796407186,2,BruteForce,3,0,0,28,4549.456667,0
